image_id,split
005ba0eb-58.jpg,train
024be0a0-237.jpg,test
02e9f464-193.jpg,train
03e5a7c5-115.jpg,train
03fde12b-182.jpg,train
04da7e02-166.jpg,train
054ab6ae-3.jpg,val
05b8ea11-24.jpg,val
05d52c36-8.jpg,train
0673003e-105.jpg,train
081e97f6-anonymous_003_007_480_01_1728640623511_Mandibular_View.jpg,train
09b24d45-anonymous_003_008_517_01_1728729948616_Mandibular_View.jpg,train
0a02ed91-138.jpg,train
0a339b03-239.jpg,train
0b700680-102.jpg,train
0ceb614e-61.jpg,train
0e895a97-203.jpg,train
0f593e7b-175.jpg,train
0fdf53de-130.jpg,train
100f6601-144.jpg,train
1131e1c7-78.jpg,train
12530f4b-176.jpg,train
1283b80b-164.jpg,train
1355aad5-244.jpg,val
137dcfeb-184.jpg,val
14681870-40.jpg,test
14c214ad-anonymous_003_007_549_01_1728881829256_Mandibular_View.jpg,train
15b3a4f0-282.jpg,train
1628e530-248.jpg,train
1726933b-15.jpg,train
1807e28d-anonymous_003_103_347_01_1728037641315_Mandibular_View.jpg,train
1a95d2ce-anonymous_003-008-620-01_1729083811620_Mandibular_View.jpg,train
1a972cce-219.jpg,train
1ab9d8be-30.jpg,train
1acfb1d2-64.jpg,train
1cec23d6-9.jpg,train
1d032251-191.jpg,train
1d2efdc8-14.jpg,train
1dd4bbee-anonymous_003-008-1306-01_1733398824537_Mandibular_View.jpg,train
1e1b26b1-246.jpg,train
1f0c7ba1-68.jpg,train
20635337-63.jpg,train
230a33ae-anonymous_003-007-1091-01_1732249857221_Mandibular_View.jpg,train
236480b3-32.jpg,train
239768b5-165.jpg,train
23b77e22-79.jpg,test
23d7d71d-121.jpg,train
245f172f-21.jpg,test
25848956-23.jpg,train
25a2cee6-anonymous_003_103_351_01_1728045002443_Mandibular_View.jpg,val
25cc2c51-280.jpg,train
25e14a52-265.jpg,train
25f69e77-229.jpg,train
267fc608-anonymous_003-008-1133-01_1732530707494_Mandibular_View.jpg,test
27b9908b-255.jpg,train
27da6333-278.jpg,train
27e4fdf6-235.jpg,val
2824f032-264.jpg,test
2ad7a994-114.jpg,train
2b975f8c-52.jpg,train
2bfaa34c-259.jpg,train
2eca70d7-99.jpg,test
2f7babeb-117.jpg,train
304a768a-10.jpg,train
308f0530-211.jpg,train
30a36fd1-132.jpg,train
3110e5d1-155.jpg,train
31921a82-125.jpg,train
3325a022-38.jpg,train
3415b7b1-178.jpg,train
34991c11-89.jpg,train
368af569-82.jpg,val
36cf3e90-180.jpg,train
381372b6-181.jpg,train
38326aeb-anonymous_003-008-651-01_1729169672305_Mandibular_View.jpg,train
3835a768-123.jpg,train
38d34004-173.jpg,train
3902c87a-245.jpg,test
3907e93b-236.jpg,train
3a073fb2-283.jpg,train
3a08245d-69.jpg,train
3a24f1fc-221.jpg,test
3ab2bfb1-172.jpg,test
3bd5f73c-34.jpg,train
3c1426f7-227.jpg,train
3c160c9c-50.jpg,train
3c6f6940-104.jpg,train
3cc802ee-202.jpg,train
3e51d16f-233.jpg,train
3e695421-170.jpg,train
414e441d-281.jpg,train
42d89c9a-196.jpg,train
446b990b-140.jpg,train
44ea1618-6.jpg,train
453f45eb-80.jpg,train
45813cc2-57.jpg,train
4591b6b9-243.jpg,test
46b85f15-anonymous_003_103_349_01_1728040923424_Mandibular_View.jpg,train
48aa0fe4-183.jpg,train
48c894d0-anonymous_003-008-857-01_1730199751150_Mandibular_View.jpg,train
4960af30-167.jpg,train
4b32eec6-37.jpg,train
4d17374f-174.jpg,train
4e77dccd-anonymous_003_103_384_01_1728193820992_Mandibular_View.jpg,train
4fc6ca9f-anonymous_003-008-762-01_1729680417375_Mandibular_View.jpg,val
500188bc-70.jpg,train
512fcc4a-100.jpg,train
52e40dc5-120.jpg,train
536db3ad-17.jpg,train
54d5b78d-250.jpg,train
55030f8b-29.jpg,test
5552ba5e-251.jpg,val
5739d143-161.jpg,test
58fa6cff-198.jpg,train
5a1e4a1b-269.jpg,train
5ab17248-134.jpg,train
5abcf7c2-39.jpg,val
5b4153f1-222.jpg,train
5b6ca6fe-112.jpg,train
5b7fd5c5-261.jpg,train
5c2f8957-162.jpg,train
5de9bc64-anonymous_003_007_418_01_1728450994783_Mandibular_View.jpg,train
5f1e9d66-212.jpg,train
60c30e2d-101.jpg,train
618cea62-118.jpg,train
61bc85f1-85.jpg,train
642c620f-12.jpg,train
6559da65-217.jpg,train
65d3605e-anonymous_004-008-1330-01_1733492594752_Mandibular_View.jpg,train
680ad8ce-anonymous_003_007_366_01_1728116583995_Mandibular_View.jpg,train
6926f4aa-2.jpg,train
69a6f8ed-216.jpg,train
6a015f5d-41.jpg,train
6a4794c8-126.jpg,test
6abd608b-234.jpg,test
6b989eba-275.jpg,train
6c17749f-186.jpg,train
6c234c0e-267.jpg,val
6c829228-168.jpg,train
6d53b773-anonymous_003_007_510_01_1728719208166_Mandibular_View.jpg,train
6e187bea-59.jpg,train
6f287b3b-200.jpg,train
6f9a3e84-218.jpg,train
70efe99b-152.jpg,train
70fb9776-49.jpg,val
7315db47-224.jpg,train
73533897-238.jpg,train
7375bbfc-45.jpg,val
745d312c-272.jpg,train
75ff8686-169.jpg,train
76e2759f-128.jpg,train
7788d862-136.jpg,train
787a9884-160.jpg,train
789284b8-137.jpg,train
78ecb279-31.jpg,test
79675aa9-103.jpg,train
797b1f27-anonymous_003_007_392_01_1728361981214_Mandibular_View.jpg,train
79c6a9e2-214.jpg,train
7b8ac2eb-230.jpg,train
7b938f9c-154.jpg,val
7cbe7261-76.jpg,train
7d15dca6-276.jpg,train
7d226e1d-72.jpg,train
7d7a16f1-228.jpg,test
8070dcce-150.jpg,train
81a8c230-anonymous_003_007_475_01_1728635243973_Mandibular_View.jpg,train
82136b73-252.jpg,train
834e844f-215.jpg,train
842753fe-148.jpg,train
85afd91b-195.jpg,train
85b9c68d-98.jpg,val
86324d62-226.jpg,train
86ec4e76-44.jpg,train
8723665b-anonymous_003-008-1304-01_1733394354138_Mandibular_View.jpg,train
873bc351-213.jpg,train
87762cf5-232.jpg,train
87be61d5-135.jpg,train
88e305ce-74.jpg,train
8ac2e22a-35.jpg,test
8b148305-247.jpg,train
8c0fb793-81.jpg,train
8c477306-142.jpg,train
8e0bfd48-4.jpg,train
8e8a8fbb-anonymous_003_008_539_01_1728816064645_Mandibular_View.jpg,train
8eb089d6-26.jpg,test
8ebd65e0-42.jpg,train
90e6305a-46.jpg,train
91819bd3-51.jpg,train
93742b4a-197.jpg,train
940c127d-163.jpg,train
9422353a-204.jpg,train
9426ba08-43.jpg,train
94cebeab-anonymous_003_007_469_01_1728623438211_Mandibular_View.jpg,train
964f351f-210.jpg,train
9667fc01-139.jpg,train
97714bbb-86.jpg,train
98c3b9b6-153.jpg,test
990e0567-54.jpg,train
9960d3e7-124.jpg,test
99903448-158.jpg,val
999706d9-108.jpg,train
9a50228d-127.jpg,train
9aa4cf36-22.jpg,train
9c0d1125-anonymous_003-007-1385-01_1733812781705_Mandibular_View.jpg,train
9c1ab3a0-179.jpg,train
9cd0d863-84.jpg,train
9d58e82c-249.jpg,train
9d5b0d56-95.jpg,train
9daf9c36-109.jpg,val
9ed3e527-270.jpg,train
9f786cc0-185.jpg,train
a00bad3c-96.jpg,train
a014d2cc-171.jpg,test
a1df39ae-119.jpg,train
a4e9e40d-256.jpg,val
a78fc3a5-274.jpg,test
a80c67ea-5.jpg,train
a867644f-151.jpg,train
a871180b-262.jpg,train
a91127f1-77.jpg,train
a94e3549-13.jpg,test
aa16b183-60.jpg,train
ab2b91bf-187.jpg,val
ac5729fc-131.jpg,train
ad247d69-56.jpg,train
aeb8502b-223.jpg,train
af4f53cc-116.jpg,train
b1176d69-231.jpg,train
b1ac5999-271.jpg,train
b2780b3d-277.jpg,train
b32acfa7-258.jpg,train
b44667f5-110.jpg,train
b50321c3-177.jpg,train
b57361a1-225.jpg,train
b5b33aaf-anonymous_003-008-859-01_1730202467399_Mandibular_View.jpg,train
b7ddd21f-71.jpg,train
b9201be9-141.jpg,val
ba17712f-87.jpg,val
bb1ba13f-62.jpg,train
bb531f5d-208.jpg,train
bc030429-65.jpg,train
bdabc327-133.jpg,test
bf1a84f5-25.jpg,val
bf27a3f3-122.jpg,train
c09975ec-268.jpg,train
c0f75d30-129.jpg,train
c195bcab-20.jpg,train
c2e348a2-157.jpg,test
c3496adf-18.jpg,train
c636df10-156.jpg,train
c8459c6b-257.jpg,train
c94855ad-205.jpg,val
caf12a43-66.jpg,train
cb7648a4-27.jpg,test
cbdcf4fe-16.jpg,train
cbfb0c55-113.jpg,train
cc0eaa25-33.jpg,train
cce45772-253.jpg,train
cd09abfe-106.jpg,train
cd35e202-111.jpg,train
cd96f514-192.jpg,test
ce0ad569-anonymous_003-008-686-01_1729259151138_Mandibular_View.jpg,train
d1bf28ca-279.jpg,train
d2b3cd3c-263.jpg,train
d64f7147-149.jpg,val
d683bbb2-188.jpg,train
d911e2d0-47.jpg,train
da0d0f78-73.jpg,val
da51cc64-anonymous_003-008-1310-01_1733403923542_Mandibular_View.jpg,train
da87f715-189.jpg,train
dad6d960-145.jpg,train
dd171414-143.jpg,train
df3ae704-48.jpg,train
e039ac13-1.jpg,train
e0a09bed-254.jpg,train
e1c54150-11.jpg,test
e2811a20-201.jpg,train
e2b30393-88.jpg,train
e3229c3b-19.jpg,train
e559ff0b-260.jpg,train
e5ba03d3-75.jpg,test
e91906bc-7.jpg,test
e957f889-55.jpg,train
e958bf9f-107.jpg,train
ea63db32-67.jpg,val
ec98b5a9-206.jpg,train
ee148d7a-anonymous_003-007-1337-01_1733552404003_Mandibular_View.jpg,train
ef0a44fe-anonymous_003_103_299_01_1727868080003_Mandibular_View.jpg,train
f0411d91-284.jpg,val
f07e5340-266.jpg,val
f08afd15-36.jpg,train
f0daeb4d-28.jpg,train
f11eea49-190.jpg,train
f1c8aee4-anonymous_003-007-954-01_1730796195637_Mandibular_View.jpg,train
f23e51b4-209.jpg,test
f250a7c4-146.jpg,train
f43c3dde-83.jpg,val
f70a7554-199.jpg,train
f887a525-273.jpg,train
f8a38232-anonymous_003-007-943-01_1730783589140_Mandibular_View.jpg,train
f8cc59d8-anonymous_003_007_339_01_1728020284845_Mandibular_View.jpg,val
f9687157-53.jpg,train
f972d88f-anonymous_003-008-1478-01_1734169137449_Mandibular_View.jpg,train
f99e85d7-159.jpg,train
f9a8221b-194.jpg,train
fa238421-97.jpg,train
fa52a2ab-147.jpg,train
fb42774b-207.jpg,train
ff319412-220.jpg,test
